"","TAHUN","NAMA PROVINSI","NAMA KABUPATEN/KOTA","NAMA KECAMATAN","NAMA KELURAHAN","LUAS WILAYAH (KM2)","KEPADATAN (JIWA/KM2)","DEMOGRAFIK","JUMLAH","RENTANG UMUR","JENIS KELAMIN"
"2016",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN",1.79,10414,"50-54 Perempuan",567,"50-54","Perempuan"
"2017",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET",0.94,12948,"50-54 Perempuan",346,"50-54","Perempuan"
"2018",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS",0.9,35511,"50-54 Perempuan",948,"50-54","Perempuan"
"2019",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS",0.78,40395,"50-54 Perempuan",893,"50-54","Perempuan"
"2020",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","GUNTUR",0.65,7174,"50-54 Perempuan",152,"50-54","Perempuan"
"2021",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR",2.15,3335,"50-54 Perempuan",190,"50-54","Perempuan"
"2022",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN",0.78,27765,"50-54 Perempuan",589,"50-54","Perempuan"
"2023",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA",3.3,7351,"50-54 Perempuan",713,"50-54","Perempuan"
"2024",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG",1.62,30940,"50-54 Perempuan",1422,"50-54","Perempuan"
"2025",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG",1.06,34830,"50-54 Perempuan",897,"50-54","Perempuan"
"2026",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT",0.98,15120,"50-54 Perempuan",390,"50-54","Perempuan"
"2027",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PASAR MINGGU",2.79,9965,"50-54 Perempuan",783,"50-54","Perempuan"
"2028",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG",2.5,16524,"50-54 Perempuan",1168,"50-54","Perempuan"
"2029",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR",3.53,8075,"50-54 Perempuan",696,"50-54","Perempuan"
"2030",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN",5.05,8681,"50-54 Perempuan",1195,"50-54","Perempuan"
"2031",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR",2.88,22624,"50-54 Perempuan",1686,"50-54","Perempuan"
"2032",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT",2.9,14338,"50-54 Perempuan",1141,"50-54","Perempuan"
"2033",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN",2.26,20705,"50-54 Perempuan",1242,"50-54","Perempuan"
"2034",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA",1.78,27853,"50-54 Perempuan",1299,"50-54","Perempuan"
"2035",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG",6.84,8897,"50-54 Perempuan",1756,"50-54","Perempuan"
"2036",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR",1.94,22494,"50-54 Perempuan",1197,"50-54","Perempuan"
"2037",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA",3.33,14342,"50-54 Perempuan",1293,"50-54","Perempuan"
"2038",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN",2.85,17009,"50-54 Perempuan",1313,"50-54","Perempuan"
"2039",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN",2.57,17598,"50-54 Perempuan",1303,"50-54","Perempuan"
"2040",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CILANDAK BARAT",6.05,9546,"50-54 Perempuan",1631,"50-54","Perempuan"
"2041",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","LEBAK BULUS",4.41,8840,"50-54 Perempuan",1211,"50-54","Perempuan"
"2042",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU",3.61,13349,"50-54 Perempuan",1266,"50-54","Perempuan"
"2043",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN",1.76,13816,"50-54 Perempuan",686,"50-54","Perempuan"
"2044",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN",2.37,12751,"50-54 Perempuan",913,"50-54","Perempuan"
"2045",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI",1.26,2528,"50-54 Perempuan",119,"50-54","Perempuan"
"2046",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG",1.32,8043,"50-54 Perempuan",324,"50-54","Perempuan"
"2047",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA",1.23,12872,"50-54 Perempuan",476,"50-54","Perempuan"
"2048",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG",1.4,3014,"50-54 Perempuan",154,"50-54","Perempuan"
"2049",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT",0.69,9778,"50-54 Perempuan",265,"50-54","Perempuan"
"2050",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN",1.53,2856,"50-54 Perempuan",128,"50-54","Perempuan"
"2051",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO",1.27,5408,"50-54 Perempuan",291,"50-54","Perempuan"
"2052",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN",0.86,15895,"50-54 Perempuan",411,"50-54","Perempuan"
"2053",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GANDARIA UTARA",1.52,29247,"50-54 Perempuan",1192,"50-54","Perempuan"
"2054",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA",1.83,20664,"50-54 Perempuan",995,"50-54","Perempuan"
"2055",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN",1.24,17127,"50-54 Perempuan",546,"50-54","Perempuan"
"2056",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA",2.2,21353,"50-54 Perempuan",1188,"50-54","Perempuan"
"2057",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI",0.67,29915,"50-54 Perempuan",527,"50-54","Perempuan"
"2058",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA",2.45,12987,"50-54 Perempuan",862,"50-54","Perempuan"
"2059",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN",0.95,24076,"50-54 Perempuan",659,"50-54","Perempuan"
"2060",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO",0.72,17661,"50-54 Perempuan",372,"50-54","Perempuan"
"2061",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA",4.85,12940,"50-54 Perempuan",1695,"50-54","Perempuan"
"2062",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH",6.75,8912,"50-54 Perempuan",1460,"50-54","Perempuan"
"2063",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR",3.61,10334,"50-54 Perempuan",919,"50-54","Perempuan"
"2064",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG",2.28,24703,"50-54 Perempuan",1478,"50-54","Perempuan"
"2065",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT",3.65,11460,"50-54 Perempuan",1107,"50-54","Perempuan"
"2066",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK",4.24,8473,"50-54 Perempuan",927,"50-54","Perempuan"
"2067",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN",2.1,13859,"50-54 Perempuan",672,"50-54","Perempuan"
"2068",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO",4.56,11808,"50-54 Perempuan",1440,"50-54","Perempuan"
"2069",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA",2.99,19001,"50-54 Perempuan",1436,"50-54","Perempuan"
"2070",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN",2.11,18260,"50-54 Perempuan",1048,"50-54","Perempuan"
"2071",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI",1.71,26161,"50-54 Perempuan",1146,"50-54","Perempuan"
"2072",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU",0.68,54913,"50-54 Perempuan",1074,"50-54","Perempuan"
"2073",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU UTARA",1.05,31694,"50-54 Perempuan",938,"50-54","Perempuan"
"2074",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KAYU MANIS",0.57,52740,"50-54 Perempuan",899,"50-54","Perempuan"
"2075",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PAL MERIAM",0.65,36818,"50-54 Perempuan",722,"50-54","Perempuan"
"2076",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KEBON MANGGIS",0.78,25601,"50-54 Perempuan",661,"50-54","Perempuan"
"2077",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU SELATAN",1.12,34434,"50-54 Perempuan",1185,"50-54","Perempuan"
"2078",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PULO GADUNG",1.29,30260,"50-54 Perempuan",1019,"50-54","Perempuan"
"2079",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PISANGAN TIMUR",1.8,26931,"50-54 Perempuan",1357,"50-54","Perempuan"
"2080",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","CIPINANG",1.54,29756,"50-54 Perempuan",1321,"50-54","Perempuan"
"2081",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATINEGARA KAUM",1.23,21792,"50-54 Perempuan",712,"50-54","Perempuan"
"2082",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","RAWAMANGUN",2.6,16963,"50-54 Perempuan",1250,"50-54","Perempuan"
"2083",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","KAYU PUTIH",4.37,11179,"50-54 Perempuan",1270,"50-54","Perempuan"
"2084",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATI",2.15,17270,"50-54 Perempuan",1045,"50-54","Perempuan"
"2085",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","KAMPUNG MELAYU",0.48,63973,"50-54 Perempuan",848,"50-54","Perempuan"
"2086",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BIDARA CINA",1.26,35493,"50-54 Perempuan",1325,"50-54","Perempuan"
"2087",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BALI MESTER",0.67,17304,"50-54 Perempuan",374,"50-54","Perempuan"
"2088",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","RAWA BUNGA",0.88,28478,"50-54 Perempuan",730,"50-54","Perempuan"
"2089",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK",1.67,22917,"50-54 Perempuan",1253,"50-54","Perempuan"
"2090",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA",2.9,21525,"50-54 Perempuan",1721,"50-54","Perempuan"
"2091",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN",1.63,23417,"50-54 Perempuan",952,"50-54","Perempuan"
"2092",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA",1.15,48850,"50-54 Perempuan",1463,"50-54","Perempuan"
"2093",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI",1.52,25801,"50-54 Perempuan",1105,"50-54","Perempuan"
"2094",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH",2.03,24281,"50-54 Perempuan",1267,"50-54","Perempuan"
"2095",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH",1.98,13402,"50-54 Perempuan",682,"50-54","Perempuan"
"2096",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR",2.55,19983,"50-54 Perempuan",1295,"50-54","Perempuan"
"2097",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG",1.67,18012,"50-54 Perempuan",763,"50-54","Perempuan"
"2098",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN",1.8,26094,"50-54 Perempuan",1265,"50-54","Perempuan"
"2099",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG",1.79,21827,"50-54 Perempuan",1146,"50-54","Perempuan"
"2100",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG",2.65,14684,"50-54 Perempuan",1068,"50-54","Perempuan"
"2101",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU",1.89,14133,"50-54 Perempuan",582,"50-54","Perempuan"
"2102",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG",2.37,18589,"50-54 Perempuan",1190,"50-54","Perempuan"
"2103",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI",2.89,15517,"50-54 Perempuan",1311,"50-54","Perempuan"
"2104",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON",3.14,14600,"50-54 Perempuan",1204,"50-54","Perempuan"
"2105",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA",6.6,14709,"50-54 Perempuan",2110,"50-54","Perempuan"
"2106",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE",4.1,7387,"50-54 Perempuan",680,"50-54","Perempuan"
"2107",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN",4.48,22483,"50-54 Perempuan",2565,"50-54","Perempuan"
"2108",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR",9.81,6464,"50-54 Perempuan",1504,"50-54","Perempuan"
"2109",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG",6.86,13716,"50-54 Perempuan",2595,"50-54","Perempuan"
"2110",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG",4.43,6972,"50-54 Perempuan",804,"50-54","Perempuan"
"2111",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT",6.19,10030,"50-54 Perempuan",1142,"50-54","Perempuan"
"2112",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT",4.58,14100,"50-54 Perempuan",1726,"50-54","Perempuan"
"2113",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU",5,13285,"50-54 Perempuan",1711,"50-54","Perempuan"
"2114",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER",3.08,25456,"50-54 Perempuan",1965,"50-54","Perempuan"
"2115",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA",5.72,12673,"50-54 Perempuan",2106,"50-54","Perempuan"
"2116",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI",1.38,23592,"50-54 Perempuan",874,"50-54","Perempuan"
"2117",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA",0.99,36535,"50-54 Perempuan",899,"50-54","Perempuan"
"2118",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI",2.06,18136,"50-54 Perempuan",1021,"50-54","Perempuan"
"2119",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR",1.85,20695,"50-54 Perempuan",1109,"50-54","Perempuan"
"2120",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI",1.89,14793,"50-54 Perempuan",713,"50-54","Perempuan"
"2121",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA",2.3,22647,"50-54 Perempuan",1373,"50-54","Perempuan"
"2122",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH",13.07,2546,"50-54 Perempuan",872,"50-54","Perempuan"
"2123",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU",2.53,18551,"50-54 Perempuan",1423,"50-54","Perempuan"
"2124",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS",3.93,17648,"50-54 Perempuan",1939,"50-54","Perempuan"
"2125",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR",4.5,15686,"50-54 Perempuan",1947,"50-54","Perempuan"
"2126",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN",3.37,14203,"50-54 Perempuan",1408,"50-54","Perempuan"
"2127",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN",2.19,19019,"50-54 Perempuan",1067,"50-54","Perempuan"
"2128",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN",2.09,19324,"50-54 Perempuan",989,"50-54","Perempuan"
"2129",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG",3.08,8441,"50-54 Perempuan",702,"50-54","Perempuan"
"2130",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP",6.03,4396,"50-54 Perempuan",587,"50-54","Perempuan"
"2131",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON",3.66,6772,"50-54 Perempuan",607,"50-54","Perempuan"
"2132",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL",1.9,12734,"50-54 Perempuan",622,"50-54","Perempuan"
"2133",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU",3.25,6028,"50-54 Perempuan",471,"50-54","Perempuan"
"2134",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS",3.17,8400,"50-54 Perempuan",841,"50-54","Perempuan"
"2135",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA",3.72,18055,"50-54 Perempuan",1788,"50-54","Perempuan"
"2136",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER",3.63,5492,"50-54 Perempuan",503,"50-54","Perempuan"
"2137",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG",0.91,6779,"55-59 Laki-Laki",98,"55-59","Laki-Laki"
"2138",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA",3.76,1705,"55-59 Laki-Laki",30,"55-59","Laki-Laki"
"2139",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN",3.59,628,"55-59 Laki-Laki",139,"55-59","Laki-Laki"
"2140",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA",0.59,3625,"55-59 Laki-Laki",97,"55-59","Laki-Laki"
"2141",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG",1.57,3084,"55-59 Laki-Laki",37,"55-59","Laki-Laki"
"2142",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI",1.39,1968,"55-59 Laki-Laki",37,"55-59","Laki-Laki"
"2143",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR",2.58,1350,"55-59 Laki-Laki",108,"55-59","Laki-Laki"
"2144",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG",1.26,14584,"55-59 Laki-Laki",614,"55-59","Laki-Laki"
"2145",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA",1.12,18987,"55-59 Laki-Laki",680,"55-59","Laki-Laki"
"2146",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN",1.14,14465,"55-59 Laki-Laki",539,"55-59","Laki-Laki"
"2147",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA",0.78,15890,"55-59 Laki-Laki",432,"55-59","Laki-Laki"
"2148",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO",0.72,35628,"55-59 Laki-Laki",742,"55-59","Laki-Laki"
"2149",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU",1.89,8041,"55-59 Laki-Laki",495,"55-59","Laki-Laki"
"2150",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR",0.51,63122,"55-59 Laki-Laki",935,"55-59","Laki-Laki"
"2151",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI",0.55,49862,"55-59 Laki-Laki",877,"55-59","Laki-Laki"
"2152",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA",1.98,9933,"55-59 Laki-Laki",648,"55-59","Laki-Laki"
"2153",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN",1.29,26203,"55-59 Laki-Laki",969,"55-59","Laki-Laki"
"2154",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN",0.55,44202,"55-59 Laki-Laki",696,"55-59","Laki-Laki"
"2155",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG",1.13,28014,"55-59 Laki-Laki",837,"55-59","Laki-Laki"
"2156",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA",0.91,29205,"55-59 Laki-Laki",737,"55-59","Laki-Laki"
"2157",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG",0.82,41837,"55-59 Laki-Laki",901,"55-59","Laki-Laki"
"2158",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN",0.53,43858,"55-59 Laki-Laki",717,"55-59","Laki-Laki"
"2159",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU",0.99,38088,"55-59 Laki-Laki",983,"55-59","Laki-Laki"
"2160",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU",1.15,23271,"55-59 Laki-Laki",689,"55-59","Laki-Laki"
"2161",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG",1.05,31889,"55-59 Laki-Laki",912,"55-59","Laki-Laki"
"2162",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN",0.81,10158,"55-59 Laki-Laki",224,"55-59","Laki-Laki"
"2163",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI",0.91,11757,"55-59 Laki-Laki",339,"55-59","Laki-Laki"
"2164",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN",0.71,38400,"55-59 Laki-Laki",914,"55-59","Laki-Laki"
"2165",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT",0.71,47630,"55-59 Laki-Laki",949,"55-59","Laki-Laki"
"2166",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG",0.45,40724,"55-59 Laki-Laki",587,"55-59","Laki-Laki"
"2167",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR",0.64,34463,"55-59 Laki-Laki",661,"55-59","Laki-Laki"
"2168",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",2.22,12326,"55-59 Laki-Laki",798,"55-59","Laki-Laki"
"2169",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",1.22,32561,"55-59 Laki-Laki",1168,"55-59","Laki-Laki"
"2170",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI",1.25,19945,"55-59 Laki-Laki",765,"55-59","Laki-Laki"
"2171",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG",2.44,11968,"55-59 Laki-Laki",1011,"55-59","Laki-Laki"
"2172",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN",0.98,27151,"55-59 Laki-Laki",858,"55-59","Laki-Laki"
